SEGMENTS_DATE,CUSTOMER_ID,CUSTOMER_DESCRIPTIVE_NAME,CAMPAIGN_ID,CAMPAIGN_NAME,LAST_EXTRACTED_AT,METRICS_COST_MICROS
2025-01-08,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,c6066bb08e5e24546d891865cfa6d4e6ad4c8a10f59b6ff3a19ed2b0b6227f8d,ae5e6206ffb674bfe6959059d1ec0bd509efd029ed57fd9e84fe0cae14680dc4,2025-01-10 02:00:00.000,6716332
2025-01-07,607cb5a07e89f5d2783fd1a21b5a8572fe725a127ce35d07a954759b979b653e,e69f7c473b0ec3104e71574ca3d4f8d6d5a1a4d594d564788e31ab56e8caee8b,8efb303079ccd2c9888ccdd3b716278f39ca37c5b5e93ae8e1eaeaeb6c8ae53f,bb23d4806541103a713ac390ca192cc4f78bcf92a4e5527f5697d96df1a25bac,2025-01-09 10:45:35.000,40428573
2025-01-29,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,0aa3a843cfeae0ab71db2a0c48b4a6925e048b426cf8a386f28cccae118d682b,29f0cbe4d27718b57d7d241c0a4aef377b2a28d92d59143c5271539a698e45e1,2025-01-31 02:00:00.000,53779041
2025-01-03,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,43381ace279ea5444916a9c0b81db8a6a2113ffa53145b026639b1e5e52e531f,d1b46a71b055fbd99b6122722c3c89d9bd9a75069f8728daab4b9957b493006e,2025-01-05 02:00:00.000,14881204
2025-01-03,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,1d2121e5e97ab85d7abcb4509d962e6b014830bd6ba13d466fcfaab5edc3e53c,3eeac45ae11b54cd21ca786b4f60fc6f00a50199db123c77e44b6ce983f23628,2025-01-05 02:00:00.000,2068300
2025-01-03,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,f0717f502cddef676faf6a40c9df77d46f6a653a185cfb8215b56ba6ec05f97e,bdb042df4bf3ee6448f876771a26e1a6bcb434737127e279e8cc12d7da8136fd,2025-01-05 02:00:00.000,522266117
2025-01-02,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,8b897b5f1c753003f49125433283e40ff79cbd3235426fd0f3548037deb3dcf5,4d53a9c8d5ef7f495d326833af4cd3dc75d85842289ab4420f1b454ae0fa7443,2025-01-04 02:00:00.000,14231674
2025-01-02,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,2ed75f7bc632b90deeb45995906ed1496504abba1035a200428f0096d11ae0be,12ed88b99b6531389d03dc4916143a61d227494e0cadbf1c85fcf946bec867e3,2025-01-04 02:00:00.000,94694749
2025-01-01,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,7b242a3a8662b722f2b81b6bcd5340896c0b1aa2a0ac2174bb96b5569d4f63fd,97d4bc90206eef1e8f0cc9efe68d4eb0fb15e7add346c2785bf2ae3bed226a7e,2025-01-03 02:00:00.000,11034657
2025-01-01,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,606604d889ef9d9c438d774c64b423c7f24f3bbf85fbe87f79f4279a8df48888,f109d3ff91dde5c59db4ac06f2cb4fde1749e3eb5e557644f986953bf500b474,2025-01-03 02:00:00.000,25002427
2025-01-23,35d2da356bafc486fe6a3f81cd893c5cbf9df2914574ef51e53950b581eb0a2c,58c78f7642a6427a5ca9bea28a620d81f85c57e60a4e245e238ab73116030102,eca19bdf29ae81840e898450ba500974c5c346d04dec1e83075cad300357e53f,bb93e3d25e6cc0d42a26fa2f07ad84b5f74ad0eebfdb0eb90dfa2dc16ce405b3,2025-01-25 02:00:00.000,72583839
2025-01-27,607cb5a07e89f5d2783fd1a21b5a8572fe725a127ce35d07a954759b979b653e,e69f7c473b0ec3104e71574ca3d4f8d6d5a1a4d594d564788e31ab56e8caee8b,ed3a9eedcdec308cb47e303f2a7bb6d71dec7294332570d01a14b43db583a036,bed0c5b88fda2b888ab7a72396dd2f6739def88a7827b0f6725fdca6470cc9a0,2025-01-29 02:00:00.000,6276379
2025-01-27,607cb5a07e89f5d2783fd1a21b5a8572fe725a127ce35d07a954759b979b653e,e69f7c473b0ec3104e71574ca3d4f8d6d5a1a4d594d564788e31ab56e8caee8b,c5d436339376b9bb327f07179044e881ea633896a001ebcfe67b20a1c534dffa,bc269e347077c52d2169eb32829611900a5cfc20df8fb4605937850508b0a3df,2025-01-29 02:00:00.000,2475935401
2025-01-01,607cb5a07e89f5d2783fd1a21b5a8572fe725a127ce35d07a954759b979b653e,e69f7c473b0ec3104e71574ca3d4f8d6d5a1a4d594d564788e31ab56e8caee8b,5625114693320210d16d53f237b325d26ce97bbc73e517d3a16582ab68650074,014012259cd3a233469e022f74254363195b87724e9a1ec7c981299d020054b6,2025-01-03 02:00:00.000,21934594
2025-01-05,35d2da356bafc486fe6a3f81cd893c5cbf9df2914574ef51e53950b581eb0a2c,58c78f7642a6427a5ca9bea28a620d81f85c57e60a4e245e238ab73116030102,f5a61ec3e6bf7aae72961d7c84af86faa3717b7a4c988da923131f016f4e4b15,6c305a96faa44495aa0695a0fc98be1b82ba047d801a48cffee9aa40682eaec4,2025-01-07 02:00:00.000,277732374
2025-01-26,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,f0717f502cddef676faf6a40c9df77d46f6a653a185cfb8215b56ba6ec05f97e,bdb042df4bf3ee6448f876771a26e1a6bcb434737127e279e8cc12d7da8136fd,2025-01-28 02:00:00.000,1122666499
2025-01-30,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,a3cd0d2a4ee095837325a244d2aa8b47d2eaa329fe22c98b52de619ee7ed29b3,a5e3867e05bf5890ab4aae3bd83c13f76dc5be731e51af60341e06f19094ae73,2025-02-01 02:00:00.000,514303659
2025-01-18,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,8f98b5d2967c159272180bfc542d51c4da2beb2b11c0600628c12d4a1416a909,c72c651d6f896e577e440836b8b38281b433775bd12c7a2443fe1e9c2d36b740,2025-01-20 02:00:00.000,74802340
2025-01-31,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,49dbd58edb9550011b95d7de11d16aafb22f86b7e8a6dbc1274cdb08c32ae8ed,c6039fc58c607de1c9a65cffd59c597d9f5eae7125cf9a674d2fc415a27cc6dc,2025-02-02 02:00:00.000,7248967
2025-01-05,607cb5a07e89f5d2783fd1a21b5a8572fe725a127ce35d07a954759b979b653e,e69f7c473b0ec3104e71574ca3d4f8d6d5a1a4d594d564788e31ab56e8caee8b,30b0377975ec83b469c76a2e656f555b8c58b6b7a757b78afdc4fa4f91b5fa6f,945ea7b94e29979366120280a9d460421dbb380cab4b6ced1f52ef02eefa3340,2025-01-07 02:00:00.000,7407792
2025-01-22,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,04d16608cdc27d578a7a95ec5cfc670dd3cbf7bdde0f1506fb91dfebd5a8313c,b835d76d1b6989caa2aa3be815a2297cd2152aa8019f32db898acf8ae65c51a0,2025-01-24 02:00:00.000,167124913
2025-01-08,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,6028816c2e239851467c51f65edb86c4c410e138601463c6147ed82509316a34,c386e3f561d2caccc4c9b51eeff765d19243c7f79848825b7a0b337918ba3931,2025-01-10 02:00:00.000,404684045
2025-01-08,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,82ed5c727b46b3695cf5813be1e96b141f8e6eeb171b70b0cdcbb9a2005e09a4,b52c8996b71560a0a14954eecd96f2c33049d76c714b888d3d3815c4930ac703,2025-01-10 02:00:00.000,175749863
2025-01-29,35d2da356bafc486fe6a3f81cd893c5cbf9df2914574ef51e53950b581eb0a2c,58c78f7642a6427a5ca9bea28a620d81f85c57e60a4e245e238ab73116030102,eca19bdf29ae81840e898450ba500974c5c346d04dec1e83075cad300357e53f,bb93e3d25e6cc0d42a26fa2f07ad84b5f74ad0eebfdb0eb90dfa2dc16ce405b3,2025-01-31 02:00:00.000,92785688
2025-01-02,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,54df182e644f4e12c17c9108a23fb27d903cf749af19b27a73a03be2fcdfe5a6,577a6ebc3eca6abd57712a56151af87234a34f108701d5e3ed53ce852191d00a,2025-01-04 02:00:00.000,7674629
2025-01-02,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,cf79016ab409a2fe8e569472b6bbe087dd7a3adad6146c9e98960d85ec558453,7edaf08ad8c3a012eb9e1318e57276731451429816961c46fe6ec9f5937f86f9,2025-01-04 02:00:00.000,10670165
2025-01-14,35d2da356bafc486fe6a3f81cd893c5cbf9df2914574ef51e53950b581eb0a2c,58c78f7642a6427a5ca9bea28a620d81f85c57e60a4e245e238ab73116030102,eca19bdf29ae81840e898450ba500974c5c346d04dec1e83075cad300357e53f,bb93e3d25e6cc0d42a26fa2f07ad84b5f74ad0eebfdb0eb90dfa2dc16ce405b3,2025-01-16 02:00:00.000,211083190
2025-01-05,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,765866cdc9efa9c0aa1860e8927249d967ed9181767d4f47fefd52c734c47f85,86ef2b59385c50894c04334e5ca0b818e46854abf879bfffe6738c0f59434e39,2025-01-07 02:00:00.000,3529170
2025-01-31,607cb5a07e89f5d2783fd1a21b5a8572fe725a127ce35d07a954759b979b653e,e69f7c473b0ec3104e71574ca3d4f8d6d5a1a4d594d564788e31ab56e8caee8b,56055e802fb6ba6417027f0f86b5f48af42d72d91211e5737ed8fa9ab7aaf208,1ef3dad2510db77b5ed3e8ca195961b1a1afa84257006fda4020337bffb2880f,2025-02-02 02:00:00.000,228270838
2025-01-31,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,fcb4c0883790420c666789de9934081b1cb609c9b9f7ad77249de48308323fb0,e4d1cf6a4f98b7906867a323adac10e658d7e9d309e6b59dcc7d2c14fdcf53be,2025-02-02 02:00:00.000,41411039
2025-01-13,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,f0717f502cddef676faf6a40c9df77d46f6a653a185cfb8215b56ba6ec05f97e,bdb042df4bf3ee6448f876771a26e1a6bcb434737127e279e8cc12d7da8136fd,2025-01-15 02:00:00.000,1355207969
2025-01-11,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,82ed5c727b46b3695cf5813be1e96b141f8e6eeb171b70b0cdcbb9a2005e09a4,b52c8996b71560a0a14954eecd96f2c33049d76c714b888d3d3815c4930ac703,2025-01-13 02:00:00.000,275914197
2025-01-10,35d2da356bafc486fe6a3f81cd893c5cbf9df2914574ef51e53950b581eb0a2c,58c78f7642a6427a5ca9bea28a620d81f85c57e60a4e245e238ab73116030102,65139d56f22b739c458e5dade175ff339cce16c681945a818e3f8c543c68a976,1cdf5c62a55535bf15479ad2824fabd1878b591cd1ff0c147296c5d20a50374b,2025-01-12 02:00:00.000,84508057
2025-01-09,35d2da356bafc486fe6a3f81cd893c5cbf9df2914574ef51e53950b581eb0a2c,58c78f7642a6427a5ca9bea28a620d81f85c57e60a4e245e238ab73116030102,8129c5a32478211a598cf08998d504b9d5e07fc46692750abb69d043f5b3f62b,630b1c8825f07dd883b02c3ae4c0b43d29dfc1c0373469ba66eabfbb20079750,2025-01-11 02:00:00.000,216813363
2025-01-25,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,588ed2a885295e20884ee51329e66dfe5faf65bb8277b85966430ce75fb59b81,33307bbdd88008016680823d4a3cafbaa87e97c8281a5d86cc500e0f7d193d00,2025-01-27 02:00:00.000,23203411
2025-01-26,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,82ed5c727b46b3695cf5813be1e96b141f8e6eeb171b70b0cdcbb9a2005e09a4,b52c8996b71560a0a14954eecd96f2c33049d76c714b888d3d3815c4930ac703,2025-01-28 02:00:00.000,192101638
2025-01-07,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,00c9c54e08b88c18a8fd9090d96dd0d1dd8b4fedd8ceeb21ce3e49b936aedc9d,c04691e85324450d834de4579a7c3efd5cc133e0cdf615a622e81d26800ac309,2025-01-09 10:45:35.000,14128752
2025-01-07,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,418267da1afe8647ea0af325e4384360fe6d307d50f5230e6a19b6d95ffa5b8c,5eea2c7064df074a51aa18a77bfd94de98e39a6507b02c1966d1f9c03d5e88be,2025-01-09 10:45:35.000,43329898
2025-01-06,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,fcb4c0883790420c666789de9934081b1cb609c9b9f7ad77249de48308323fb0,e4d1cf6a4f98b7906867a323adac10e658d7e9d309e6b59dcc7d2c14fdcf53be,2025-01-09 10:45:35.000,249557457
2025-01-04,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,588ed2a885295e20884ee51329e66dfe5faf65bb8277b85966430ce75fb59b81,33307bbdd88008016680823d4a3cafbaa87e97c8281a5d86cc500e0f7d193d00,2025-01-06 02:00:00.000,33481389
2025-01-05,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,a943e8fc2babf75f05e08a54d2adc36fbf84c72ef8ef38b0a38eca55943eaa7d,18bad88710e95ceff2cf6af972c8d669b01c776f457c909ef7898ba7c269b7f9,2025-01-07 02:00:00.000,42796138
2025-01-01,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,41cb7505813d1380e71da53f5dc0493dfc6125d7ab5a57e1d0c246410e2ade12,b7df9d71b5a0724ed2716003a839e9ebb8e459fbafca2b71a38aa57b1a5bb2d0,2025-01-03 02:00:00.000,15701871
2025-01-11,35d2da356bafc486fe6a3f81cd893c5cbf9df2914574ef51e53950b581eb0a2c,58c78f7642a6427a5ca9bea28a620d81f85c57e60a4e245e238ab73116030102,4661f5a78ae0ce29c084d1ec8db343350f3ce04d98ec02d5a8ebe0e65b691734,fdc9b8214ae4d7190afd05d721cea10160a3e58c48eba2116546d6ba421fd5a6,2025-01-13 02:00:00.000,12509991322
2025-01-21,607cb5a07e89f5d2783fd1a21b5a8572fe725a127ce35d07a954759b979b653e,e69f7c473b0ec3104e71574ca3d4f8d6d5a1a4d594d564788e31ab56e8caee8b,5625114693320210d16d53f237b325d26ce97bbc73e517d3a16582ab68650074,014012259cd3a233469e022f74254363195b87724e9a1ec7c981299d020054b6,2025-01-23 02:00:00.000,13734529
2025-01-30,35d2da356bafc486fe6a3f81cd893c5cbf9df2914574ef51e53950b581eb0a2c,58c78f7642a6427a5ca9bea28a620d81f85c57e60a4e245e238ab73116030102,4661f5a78ae0ce29c084d1ec8db343350f3ce04d98ec02d5a8ebe0e65b691734,fdc9b8214ae4d7190afd05d721cea10160a3e58c48eba2116546d6ba421fd5a6,2025-02-01 02:00:00.000,12654433499
2025-01-19,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,fc1afa976855063f232cc332807558b68b65832ad131546836d9d50bb270d536,d5ecebc75c6741b5e2e04d46536728589a13b8c524dcf89798c0cd15c47b38b3,2025-01-21 02:00:00.000,60115803
2025-01-02,607cb5a07e89f5d2783fd1a21b5a8572fe725a127ce35d07a954759b979b653e,e69f7c473b0ec3104e71574ca3d4f8d6d5a1a4d594d564788e31ab56e8caee8b,7240d97ecc73699075df65f42ffd2b4ad17b31fdbbe7ce4a0cedd201a0630866,11c99683cb6715610c3d6f7bb33c6583a2250c48880b5927bc23c6590a768294,2025-01-04 02:00:00.000,57434336
2025-01-11,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,f0717f502cddef676faf6a40c9df77d46f6a653a185cfb8215b56ba6ec05f97e,bdb042df4bf3ee6448f876771a26e1a6bcb434737127e279e8cc12d7da8136fd,2025-01-13 02:00:00.000,1165559817
2025-01-11,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,8725917de6427f740cc33c91359bc723eef070f8f8a7a26b49afcba00b26e674,05e698c002d12c12345ea67716997910d1906c39b85e123c2d2a63c348ea0bcc,2025-01-13 02:00:00.000,13438270
2025-01-01,35d2da356bafc486fe6a3f81cd893c5cbf9df2914574ef51e53950b581eb0a2c,58c78f7642a6427a5ca9bea28a620d81f85c57e60a4e245e238ab73116030102,7bb32b88ae59ebd5d516bd0848b8950f59fe8c482f3f2f9f6ad62121572a018f,293afe31929ade352ba97cf7d8482e0dc0a9d35d73344b0f55548e857549ccbb,2025-01-03 02:00:00.000,395261831
2025-01-06,35d2da356bafc486fe6a3f81cd893c5cbf9df2914574ef51e53950b581eb0a2c,58c78f7642a6427a5ca9bea28a620d81f85c57e60a4e245e238ab73116030102,94c3a55f273f130c5639d87157aa535a2742fdf5cb6cd09d2c1581376e779a63,9c0b0684b385a1eafed249df23c1a766ceff7df7276e28e759ef1c3d1911d0a1,2025-01-09 10:45:35.000,212293015
2025-01-25,471a02e3f921d7db76921ae5f20300e1d182bb816986ee83b4f3e3dcfac63454,5c14ed095307b6e4b2630d52a404a0cca4cd0591c77eb788634de14d288f1ebe,6454eb54c7a4be5693af3e7b4d15d82f1d20a25cb79d95293f051dd98a2aff9c,378949b9f26d43326022d7bcdce85f951889def90353dc50695b08255032687a,2025-01-27 02:00:00.000,225891620
2025-01-22,607cb5a07e89f5d2783fd1a21b5a8572fe725a127ce35d07a954759b979b653e,e69f7c473b0ec3104e71574ca3d4f8d6d5a1a4d594d564788e31ab56e8caee8b,7a56a2ee9cb076ae7dc588048de2edf78c55843cc5df64f0818f1d1b756ca063,35fa2bb27d12e678544f38f67204b56a04915cc62164d6518651869f37712864,2025-01-24 02:00:00.000,15491993
